task_id,domain,world_id,status,agent_status,final_score,criteria_passed,criteria_total,steps_used,wall_time_seconds,agent_prompt_tokens,agent_completion_tokens,agent_total_tokens,agent_final_step_completion_tokens,agent_usage_available,agent_usage_source,agent_usage_consistent,agent_profile,agent_model,judge_model,trajectory_path,grades_path,dc_rs_enabled,dc_rs_bank_size_before,dc_rs_bank_size_after,dc_rs_retrieved_count,dc_rs_retrieved_bank_ids,dc_rs_appended_bank_id,synthesizer_prompt_tokens,synthesizer_completion_tokens,synthesizer_wall_seconds,synthesizer_cheatsheet_chars,synthesizer_used_fallback,synthesizer_wipe_rescued,trajectory_chars_appended
task_a2a4615b0b46416c905729e49595c686,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,1.0,3,3,8,113.97,52644,475,53119,89,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_a2a4615b0b46416c905729e49595c686/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_a2a4615b0b46416c905729e49595c686/grades.json,True,9,10,3,"[""bank-00001"", ""bank-00002"", ""bank-00004""]",bank-00010,31414,4362,41.33,10633,False,False,24092
task_1d28a1ef3e8c44eeac211afdad56ccca,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.3333,1,3,14,142.69,195227,793,196020,93,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_1d28a1ef3e8c44eeac211afdad56ccca/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_1d28a1ef3e8c44eeac211afdad56ccca/grades.json,True,10,11,3,"[""bank-00001"", ""bank-00008"", ""bank-00010""]",bank-00011,32783,6670,60.83,11145,False,False,41768
task_680f8581e29f4aefb3a9bc2a8f77bbb0,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.25,2,8,36,262.22,1043825,4764,1048589,1572,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_680f8581e29f4aefb3a9bc2a8f77bbb0/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_680f8581e29f4aefb3a9bc2a8f77bbb0/grades.json,True,11,12,3,"[""bank-00003"", ""bank-00005"", ""bank-00009""]",bank-00012,40068,5656,67.93,12367,False,False,110565
task_ea50530a09d5440996d0328aa3fbaa70,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.3333,1,3,37,184.24,524679,1367,526046,61,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_ea50530a09d5440996d0328aa3fbaa70/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_ea50530a09d5440996d0328aa3fbaa70/grades.json,True,12,13,3,"[""bank-00002"", ""bank-00010"", ""bank-00011""]",bank-00013,26400,5397,46.59,12366,False,False,61375
task_fe1efa5d3aaa43469f135b53fe02b6a2,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.5,1,2,12,494.52,2622979,45050,2668029,66,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_fe1efa5d3aaa43469f135b53fe02b6a2/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_fe1efa5d3aaa43469f135b53fe02b6a2/grades.json,True,13,14,3,"[""bank-00010"", ""bank-00001"", ""bank-00011""]",bank-00014,34766,4959,39.92,12796,False,False,1320990
task_729286e684134595958f962e72f2aa20,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,1.0,3,3,12,87.29,138392,787,139179,126,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_729286e684134595958f962e72f2aa20/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_729286e684134595958f962e72f2aa20/grades.json,True,14,15,3,"[""bank-00001"", ""bank-00008"", ""bank-00011""]",bank-00015,37525,3787,21.48,13272,False,False,42669
task_e72676c169294461adff044bee6a5587,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.3333,1,3,42,221.92,834147,2255,836402,200,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_e72676c169294461adff044bee6a5587/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_e72676c169294461adff044bee6a5587/grades.json,True,15,16,3,"[""bank-00014"", ""bank-00010"", ""bank-00011""]",bank-00016,404117,4188,81.19,13272,False,False,59749
task_4fa914d8cc0f4010bb661d3e688a4c61,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.2,1,5,19,132.9,253960,1559,255519,172,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_4fa914d8cc0f4010bb661d3e688a4c61/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_4fa914d8cc0f4010bb661d3e688a4c61/grades.json,True,16,17,3,"[""bank-00002"", ""bank-00011"", ""bank-00013""]",bank-00017,35612,4065,24.58,13272,False,False,38256
task_ccee33f3839a412f91ea0821a487a26b,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.6667,2,3,38,196.13,673620,3351,676971,1093,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_ccee33f3839a412f91ea0821a487a26b/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_ccee33f3839a412f91ea0821a487a26b/grades.json,True,17,18,3,"[""bank-00008"", ""bank-00015"", ""bank-00005""]",bank-00018,34485,5157,46.59,14446,False,False,89230
task_908f411c435d4ebf8fcfc4a08e7dce5b,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.25,1,4,15,135.26,328607,1038,329645,165,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_908f411c435d4ebf8fcfc4a08e7dce5b/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_908f411c435d4ebf8fcfc4a08e7dce5b/grades.json,True,18,19,3,"[""bank-00018"", ""bank-00013"", ""bank-00004""]",bank-00019,48916,5180,50.69,15339,False,False,62978
task_3742720383624ce58ef4d751f8836392,Law,world_06051b9b10c94c079db1bac3b70c4c4b,completed,completed,0.2857,2,7,22,188.63,537993,1368,539361,129,True,trajectory_usage,True,grok-4.3-high,xai/grok-4.3,openai/gpt-5.5,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_3742720383624ce58ef4d751f8836392/trajectory.json,/Users/jerrygu/Jerry Research/DC Collab Research/apex-agents-bench/runs/grok43high-dc-rs/task_3742720383624ce58ef4d751f8836392/grades.json,True,19,20,3,"[""bank-00008"", ""bank-00006"", ""bank-00011""]",bank-00020,29844,5961,64.72,16133,False,False,78353
